Recipe_Name,Recipe_Ingredients,Cuisine
Carrot cake traybake,"150ml/¼ pint sunflower oil 100g/4oz soft light brown sugar 2 eggs, lightly beaten 75g/3oz golden syrup 175g/6oz wholemeal self-raising flour 1 level tsp ground cinnamon ½ tsp ground allspice ½ tsp ground ginger 1 tsp bicarbonate of soda 200g/7oz finely grated carrots 75g/3oz sultanas 25g/1oz desiccated coconut 2 tsp fine-cut orange marmalade 150g/5oz cream cheese 50ml/2fl oz coconut cream 40g/1½oz icing sugar freshly grated or ground nutmeg or ground cinnamon, to finish",caribbean
Key lime pie,"175g/6oz digestive biscuits 80g/3oz butter 50g/2oz caster sugar 3 large free-range eggs, separated 2 limes, finely grated zest 125ml/4½fl oz lime juice 210ml/7½fl oz condensed milk  80g/3oz caster sugar ½ tsp vanilla extract pinch salt ½ tsp cream of tartar handful fresh blueberries whipped cream",caribbean
Pumpkin pie,"sweet short crust pastry case (or a packet of ready made sweet short crust pastry with 40g/1½oz crushed pecans mixed in) 450g/1lb prepared weight pumpkin flesh, cut into 1in/2.5 cm chunks 2 large eggs plus 1 yolk (use the white for another dish) 75g/3oz soft dark brown sugar 1 tsp ground cinnamon ½ level teaspoon freshly grated nutmeg ½ tsp ground allspice ½ tsp ground cloves ½ tsp ground ginger 275ml/10fl oz double cream",caribbean
Banana bread,"285g/10oz plain flour  1 tsp bicarbonate of soda ½ tsp salt 110g/4oz butter, plus extra for greasing 225g/8oz caster sugar 2 free-range eggs 4 ripe bananas, mashed  85ml/3fl oz buttermilk (or normal milk mixed with 1½ tsp lemon juice or vinegar) 1 tsp vanilla extract",caribbean
Caesar salad,"1 large free-range egg 1 large garlic clove, peeled and crushed 1 tbsp lime juice 2 tsp Worcestershire sauce 4-5 anchovy fillets, chopped 3 tbsp olive oil, plus a little extra for frying freshly ground black pepper 2 thick slices of white bread, crusts removed, cubed 1 cos lettuce, washed, dried, and torn into pieces 25g/1oz parmesan cheese, coarsely grated",caribbean
Cheat's eggs Benedict,"6 tbsp hollandaise sauce  6 large, very fresh eggs  12 slices pancetta, grilled until crisp  3 English muffins, split in half horizontally  a little butter ",caribbean
Key lime pie with ginger pastry,"400g/14oz plain flour  80g/3oz icing sugar 4 tsp ground ginger pinch salt 250g/9oz cold unsalted butter, cut into cubes 3 free-range eggs, yolks only  50ml/2fl oz ice cold water 1 tbsp olive oil (if needed) 2 x 400g tins condensed milk 240ml/8½fl oz freshly squeezed lime juice (about 7 limes) 4 tsp grated lime zest (about 7 limes), plus extra for garnish 4 eggs, separated 225g/8oz sugar 3 lumps of stem ginger, chopped 1 lime, very thinly sliced 1 tsp grated plain chocolate 6 sprigs mint icing sugar",caribbean
Mac & cheese,"100g/3½oz butter, plus extra for greasing 100g/3½oz plain flour 1 tsp Dijon mustard 1.2 litres/2 pints full-fat milk 75ml/2½fl oz double cream 1 bay leaf 400g/14oz mature cheddar, grated pinch freshly grated nutmeg 500g/1lb 2oz dried macaroni 100g/3½oz smoked bacon lardons or smoked pancetta cubes 60g/2¼oz white breadcrumbs 50g/1¾oz Parmesan, grated salt and freshly ground black pepper",caribbean
Popcorn bars,"200g/7oz dark chocolate (at least 70% cocoa solids), broken into pieces  50g/1¾oz puffed rice cereal  40g/1½oz salted popcorn  50g/1¾oz dried cranberries, halved  50g/1¾oz large marshmallows, quartered",caribbean
Avocado salad,"¼ red onion, thinly sliced 400g tin cannellini beans, drained and rinsed 1 large avocado, peeled, stoned and thickly sliced 100g/3½oz cherry tomatoes, quartered  20g/¾oz fresh basil, roughly chopped ¼ lemon, juice only ½ tbsp extra virgin olive oil  salt and freshly ground black pepper",caribbean
Banana muffins,"75g/3oz melted butter  250g/9oz self-raising flour  1 tsp baking powder  ½ tsp bicarbonate of soda  pinch of salt  ½ tsp ground cinnamon  ½ tsp ground nutmeg  115g/4oz caster sugar  1 tsp vanilla extract  2 large, ripe bananas  2 medium free-range eggs 125ml/4fl oz milk  10 walnut kernels (optional)  2 bananas, sliced  50g/2oz walnut kernels  2 tbsp crème fraïche or yoghurt  2 tbsp runny honey",caribbean
Buffalo wings,"1kg/2lb 4oz chicken wings, tips removed and split into “drumettes” and “flats” vegetable oil, for deep frying a few celery sticks salt and freshly ground black pepper 50g/1¾oz butter 2 garlic cloves, crushed 125ml/4fl oz hot sauce  1 tbsp cider vinegar 1 tsp caster sugar 100g/3½oz creamy blue cheese  1 small onion, very finely chopped 100ml/3½fl oz buttermilk 150ml/5fl oz crème fraîche 1 tsp cider vinegar",caribbean
Chopped salad,"400g tin chickpeas, drained and rinsed  1 iceberg lettuce, chopped ½ romaine lettuce, chopped 120g/4½oz Italian salami, cut into thin strips roughly 5cm/1¾in long 200g/7oz mozzarella, roughly chopped 3 tomatoes, roughly chopped ½ cucumber, roughly chopped small handful basil leaves, finely chopped flaked sea salt and freshly ground black pepper 4 tbsp olive oil 1 tbsp red wine vinegar ½ tsp mustard powder ½ tsp caster sugar",caribbean
Damson cobbler,"900g/2lb damsons, washed and stalks removed 100g/4oz caster sugar 225g/8oz self-raising flour  2 tsp baking powder 75g/3oz chilled butter, diced 100g/4oz caster sugar, plus 1 tablespoon a pinch of salt 1 medium egg 100ml/4fl oz buttermilk 15g/1/2oz flaked almonds",caribbean
Eggs Benedict,"6 eggs, at room temperature 2 tbsp white wine vinegar 6 English muffins, halved butter, for spreading 6 slices ham or smoked salmon 1–2 tbsp finely snipped fresh chives 225g/8oz butter, cubed 4 tbsp white wine vinegar 1 small shallot or ½ banana shallot, very finely chopped 10 black peppercorns 1 bay leaf 3 fegg yolks pinch sea salt pinch caster sugar",caribbean
Healthy banana muffins,"125g/4½oz wholemeal flour 3 level tbsp light muscovado sugar 2 level tsp baking powder 1 medium free-range egg, beaten 50g/1¾oz low-fat plain yoghurt  50ml/2fl oz rapeseed oil, plus a little extra for greasing 2 ripe bananas (175g/6oz peeled weight), roughly mashed",caribbean
Chocolate bark,"300g/10½oz white, milk or dark chocolate, roughly chopped candy canes, smashed edible glitter freeze dried raspberries or strawberries edible rose petals pistachios, roughly chopped flaked almonds sea salt  mini marshmallows salted pretzels, chopped",caribbean
Cawl,"1kg/2lb 3oz neck of lamb (on the bone), preferably Welsh, cut into serving pieces 2 litres/3 pints 10½fl oz lamb stock 225g/8oz potatoes, peeled and roughly chopped 225g/8oz onions, roughly chopped 225g/8oz leeks, trimmed and sliced into 1cm/½in slices 225g/8oz carrots, peeled and roughly chopped 225g/8oz swede, peeled and roughly chopped",caribbean
Turkey gravy,"turkey giblets 1 bay leaf 1 sprig of thyme 4 black peppercorns ½ onion, sliced 2 pints water pan juices from the roast turkey 25g/1oz plain flour  salt and pepper",caribbean
Scones,"225g/8oz self raising flour pinch of salt 55g/2oz butter 25g/1oz caster sugar 150ml/5fl oz milk 1 free-range egg, beaten, to glaze (alternatively use a little milk)",caribbean
Custard,"600ml/1 pint full-fat milk 1 vanilla pod 3 free-range eggs, yolks only 25g/1oz caster sugar 2 tsp cornflour",caribbean
Game pie,"675g/1½lb mixed game meat such as pheasant, partridge, hare and rabbit, boned 225g/8oz venison steak cut into 2.5cm/1in cubes 2 tbsp sunflower oil 2 red onions, peeled and sliced 120g/4oz smoked streaky bacon, derinded and chopped 120g/4oz chestnut mushrooms, cleaned and sliced 1 clove garlic, peeled and crushed 30g/1oz plain flour 1 bay leaf 1 orange, zest and juice 1 tbsp redcurrant jelly 300ml/½ pint chicken stock 300ml/½ pint red wine 340g/12oz puff pastry Salt and pepper beaten egg, for glazing",caribbean
Cherry scones,"225g/8oz self-raising flour, plus extra for dusting 1 tbsp baking powder 2 tbsp caster sugar 50g/2oz cold butter, cut into cubes 1 free-range egg 75ml/3fl oz milk 30g/2oz glacé cherries, chopped",caribbean
Sloe gin,450g/1lb sloes 225g/8oz caster sugar 1 litre/1¾ pint gin,caribbean
Bannock,"1 x 7g sachet fast-action yeast 1 tsp caster sugar 500g/1lb 2oz strong white flour 125g/4½oz unsalted butter, melted  250g/9oz dried mixed fruit 50g/2oz light muscovado sugar beaten egg, for glazing",caribbean
Diggers,"120g/4½oz plain flour 225g/8oz caster sugar 100g/3½oz oats 85g/3oz desiccated coconut 125g/4½oz butter, plus extra for greasing 1 tbsp golden syrup 1 level tsp bicarbonate of soda 2 tbsp boiling water",caribbean
Eggnog,"6 medium free-range eggs (preferably organic and as fresh as possible), separated 150g/5½ oz golden caster sugar 500ml/18fl oz whole milk 400ml/14fl oz double cream 350ml/12fl oz rum, bourbon or a mixture of the two, depending on your preference freshly grated nutmeg, to taste",caribbean
Crumpets,175g/6oz strong white flour 175g/6oz plain flour 2 x 7g sachets instant yeast 1 tsp caster sugar 350ml/12fl oz warm milk 150-200ml/5-7fl oz warm water ½ tsp bicarbonate of soda 1 tsp salt sunflower oil for cooking,caribbean
Easy Eton mess,"1 punnet strawberries a dash of sugar a dash of port meringues, broken up cream, softly whipped",caribbean
Eton mess,"500g/1lb 2oz strawberries, hulls removed 400ml/14fl oz double cream 3 x 7.5cm/3in ready-made meringue nests, crushed 1 tbsp ginger cordial (optional) sprigs of fresh mint, to garnish",caribbean
Fish cakes,"450g/1lb potato, chopped into chunks 450g/1lb mixed frozen fish such as cod, haddock, salmon, smoked haddock 2 tbsp chopped fresh parsley 1 free-range egg, beaten vegetable oil, for frying salt and freshly ground black pepper",caribbean
Kedgeree,"½ onion,  finely chopped  55g/2oz butter 300g/10½oz  basmati rice 1 tsp madras curry powder freshly grated nutmeg 200ml/7fl oz milk 110ml/4fl oz double cream 300g/10½oz naturally smoked haddock, (NOT dyed) picked over, bones removed and flesh cut  into chunks sea salt and cracked black pepper small bunch parsley, chopped 3 hard-boiled eggs, shelled and halved  good pinch cayenne and freshly ground nutmeg (optional) knob of butter wedges of lemon",caribbean
Mincemeat,"225g/8oz vegetarian suet 225g/8oz Bramley apples, peeled, cored and chopped 125g/4oz candied peel, chopped 225g/8oz sultanas 225g/8oz raisins 225g/8oz currants 175g/6oz demerara sugar 1 tsp mixed spice 1 orange, zest and juice 60ml/2fl oz brandy",caribbean
Tea loaf,"400g/14oz strong bread flour, plus extra for dusting 1½ tsp salt 40g/1½oz caster sugar 40g/1½oz butter, softened, plus extra for greasing 10g/¼oz fast-action dried yeast 120ml/4fl oz milk 50g/1¾oz sultanas 60g/2¼oz glacé cherries 1 tsp ground cinnamon 3 oranges, zest only 200g/7oz icing sugar butter, to taste",caribbean
Apple sauce,"225g/8oz cooking apples, peeled, cored and chopped ½ lemon, zest only 2 tbsp water 15g/½oz butter 1 tsp caster sugar",caribbean
Black bun,"300g/10½oz plain flour 75g/3oz lard, cubed 75g/3oz butter, cubed pinch salt ½ tsp baking powder 1 free-range egg, beaten, for glazing 200g/7oz plain flour 300g/10½oz raisins 300g/10½oz currants ½ tsp ground ginger ½ tsp ground cinnamon ½ tsp ground allspice ½ tsp mixed spice ¼ tsp ground black pepper 100g/3½oz dark muscovado sugar 100g/3½oz mixed peel, chopped ½ tsp bicarbonate of soda 2 tbsp whisky 1 free-range egg  3 tbsp buttermilk",caribbean
Lighter cranachan,"75g/2½fl oz porridge oats 35g/1oz flaked almonds 300ml/10fl oz double cream 150g/5½oz half-fat crème fraîche ½ tsp vanilla extract 3 tbsp whisky 3 tbsp clear honey, plus extra for drizzling 400g/14oz fresh raspberries 2-3 tbsp caster sugar",caribbean
Scottish cranachan ,knob of butter 100g/3½oz light muscovado sugar 100g/3½oz jumbo oats 250g/9oz mascarpone  300ml/½ pint double cream 75ml/2½fl oz whisky 450g/1lb raspberries,caribbean
Classic cranachan,"570ml/1 pint double cream 85g/3oz porridge oats 7 tbsp whisky 3 tbsp honey 450g/1lb raspberries fresh mint, to garnish",caribbean
Lighter Eton mess,"4 meringue nests 300g/10½oz strawberries, halved  300ml/10fl oz plain yoghurt ",caribbean
Flapjacks,"175g/6oz butter 175g/6oz golden syrup 175g/6oz muscovado sugar 350g/12oz porridge oats ½ unwaxed lemon, finely grated zest only pinch ground ginger",caribbean
Jerk chicken,"6 chicken breasts, or chicken thighs, bones removed 225g/8oz onions, quartered 1-1½ Scotch bonnet chillies according to taste, halved and seeded 50g/2oz root ginger, peeled and chopped roughly   ½ tsp ground allspice small bunch fresh thyme, leaves only 1 tsp freshly ground black pepper 120ml/4fl oz white wine vinegar 120ml/4fl oz dark soy sauce  rice and peas 1 pineapple, peeled, cored and cut in wedges 4 limes, 3 cut in wedges, 1 juice only",caribbean
Rice and peas,"50ml/2fl oz vegetable oil 1 onion, finely chopped 300ml/10½fl oz long grain rice 400ml/14½fl oz water 400ml/14½fl oz coconut milk 400g/14¼oz tin kidney beans, rinsed and drained 3 tbsp fresh thyme salt and freshly ground black pepper fresh coriander, to garnish",caribbean
Creole aubergines,"6 tbsp olive oil 2 onions, peeled, finely chopped 4 cloves garlic, peeled, chopped 1 green pepper, seeds removed, chopped 1 red pepper, seeds removed, chopped 3 large aubergines, cut into cubes ¼ tbsp hot paprika ¼ tbsp sweet paprika 2 tsp ground cumin 800g/1lb 12¼oz canned cherry tomatoes ½ tsp soft light brown sugar salt and freshly ground black pepper 2 tbsp chopped fresh parsley leaves 8 lime wedges",caribbean
Jerk chicken and flatbreads,"8 boneless chicken thighs, skin on (if possible) 5 Scotch bonnet chillies, seeds removed  1 bunch spring onions, thinly sliced 50g/1¾oz fresh coriander, roughly chopped 1 lime, juice only 2 tbsp palm sugar or soft light brown sugar 1 tbsp soy sauce 1 tbsp ground allspice 5 garlic cloves, roughly chopped 1 tbsp dark rum 10–12 sprigs fresh thyme, leaves only ½ tbsp ground cinnamon 2cm/¾in fresh root ginger, roughly chopped splash fresh orange juice 3 tbsp vegetable oil, or enough to make a smooth paste salt and freshly ground black pepper 50g/1¾oz butter, softened, cut into pieces 180ml/6fl oz whole milk 300g/10½oz plain flour, plus extra for dusting vegetable oil, for frying",caribbean
Caribbean goat curry ,"3 large onions, 1 finely chopped, 2 thinly sliced 5 garlic cloves, peeled and bashed 1 small bunch fresh chives, snipped 50ml/2fl oz white wine vinegar  ¼ tsp ground cloves  1kg/2lb 4oz goat thigh, cut into large chunks 3 tbsp sunflower oil  3 tbsp mild curry powder 1 lamb stock cube  2 fresh rosemary sprigs  2 fresh oregano sprigs  handful fresh parsley  1 small bunch fresh coriander, roughly chopped salt and freshly ground black pepper 300g/10½oz easy cook long grain rice, rinsed  20ml/¾fl oz coconut milk  30ml/1fl oz sunflower oil  2 chicken stock cubes 400g tin kidney beans, drained and rinsed  pinch salt",caribbean
Salt fish fritters,"125g/4½oz salt cod, or other saltfish, soaked in water overnight (water changed several times)  100g/3½oz self-raising flour  ¼ red pepper, diced ¼ green pepper, diced ¼ onion, finely diced ½ Scotch bonnet chilli, seeded and finely chopped (use ½ green chilli for a milder version ) freshly ground black pepper vegetable oil, for shallow frying",caribbean
Sticky gingerbread cake,"300g/10oz plain flour 2 tbsp ground ginger (or according to taste – this makes for quite a hot cake) ½ tsp cayenne pepper (or more if you want it very hot) ½ tsp ground cinnamon ½ tsp ground allspice ¼ tsp mace generous pinch ground cloves  150g/5½oz butter 125g/4½ oz dark brown muscovado sugar 150g/5½oz golden syrup 50g/1¾ oz syrup from the jar of stem ginger (optional – replace with more golden syrup or honey if not using stem ginger) 200g/7oz black treacle  250ml/9fl oz milk 1 heaped tsp bicarbonate of soda 2 large free-range eggs, lightly beaten 1 jar stem ginger, drained, washed and very finely chopped (optional)",caribbean
"Ginger, pecan and rum chocolate brownies","250g/9oz plain chocolate, minimum 70 per cent cocoa solids, broken into pieces 250g/9oz butter 5 free-range eggs 350g/12oz dark muscovado sugar 1-2 tbsp rum (optional) 150g/5½oz plain flour, sifted 125g/4½oz pecan nuts, roughly chopped 4 x 2.5cm/1in pieces stem ginger (from a jar), chopped icing sugar, sifted, for dusting (optional)",caribbean
Hot hot roots with fresh mango and coconut relish,"2 tbsp sunflower oil, or groundnut oil 3 onions, peeled, finely chopped 4 garlic cloves, peeled, crushed to a paste with the edge of a knife 4cm/1½in piece fresh root ginger, peeled, finely chopped or grated 1 Scotch bonnet chilli, seeds removed, chopped ½ tsp freshly ground black pepper 1 tsp ground turmeric 1½ tsp ground coriander 1 cinnamon stick, broken in half 300g/10½oz carrots, peeled, cut into equal-sized pieces 300g/10½oz parsnips, peeled, cut into equal-sized pieces 300g/10½oz sweet potatoes, peeled, cut into equal-sized pieces 400g/14oz small waxy potatoes, halved lengthways 1 litre/1¾ pints vegetable stock, or water 2 fresh bay leaves 2 tbsp tomato purée pinch soft dark brown sugar 75g/2½oz cashew nuts, crushed, plus extra, chopped, to serve salt and freshly ground black pepper 100g/3½oz French beans, trimmed, cut in half 200g/7oz baby spinach leaves, washed 4 tbsp double cream 1 lime, juice only 75g/2½oz desiccated coconut, just covered with boiling water and set aside to soak for 30 minutes ½ tsp mustard seeds 2 tsp caster sugar ½ tbsp rum pinch salt 2 ripe mangoes, peeled, stones removed, julienned 2 red chillies, cut in half, seeds removed, very finely sliced 1-2 limes, juice only handful fresh mint leaves",caribbean
